id,key,value,type
4583710655,en,Xinle Road,name
4583710655,zh,xinleluzhan,name
4583710656,highway,bus_stop,regular
4583710656,name,xinleluzhan,regular
4583710656,en,Xinle Road,name
4583710656,zh,xinleluzhan,name
4583712005,highway,bus_stop,regular
4583712005,name,xinlelukouzhan,regular
4583712005,en,Xinle Road Entrance,name
4583712005,zh,xinlelukouzhan,name
4583712006,highway,bus_stop,regular
4583712006,name,xinlelukouzhan,regular
4583712006,en,Xinle Road Entrance,name
4583712006,zh,xinlelukouzhan,name
4583712974,highway,bus_stop,regular
4583712974,name,kaitaidadao(xinyanglukou)zhan,regular
4583712974,en,Kaitai Dadao(Xinyang Road Entrance),name
4583712974,zh,kaitaidadao(xinyanglukou)zhan,name
4583729632,highway,bus_stop,regular
4583729632,name,kaitaidadao(kaidalukou)zhan,regular
4583729632,en,Kaitai Dadao(Kaida Road Entrance),name
4583729632,zh,kaitaidadao(kaidalukou)zhan,name
4583729633,highway,bus_stop,regular
4583729633,name,kaitaidadao(kaidalukou)zhan,regular
4583729633,en,Kaitai Dadao(Kaida Road Entrance),name
4583729633,zh,kaitaidadao(kaidalukou)zhan,name
4583729634,highway,bus_stop,regular
4583729634,name,kaitaidadaozhongzhan,regular
4583729634,en,Kaitai DaDao Middle,name
4583729634,zh,kaitaidadaozhongzhan,name
4583729635,highway,bus_stop,regular
4583729635,name,kaitaidadaozhongzhan,regular
4583729635,en,Kaitai DaDao Middle,name
4583729635,zh,kaitaidadaozhongzhan,name
4583772077,highway,bus_stop,regular
4583772077,name,shiqiaoxincunzhan,regular
4583772077,en,Shiqiao Xincun,name
4583772077,zh,shiqiaoxincunzhan,name
4583772078,highway,bus_stop,regular
4583772078,name,shiqiaoxincunzhan,regular
4583772078,en,Shiqiao Xincun,name
4583772078,zh,shiqiaoxincunzhan,name
4583773255,highway,bus_stop,regular
4583773255,name,ruihelubei(kaitaidadaokou)zhan,regular
4583773255,en,Ruihe Road North(Kaitai DaDao Entrance),name
4583773255,zh,ruihelubei(kaitaidadaokou)zhan,name
4583773256,highway,bus_stop,regular
4583773256,name,ruihelubei(kaitaidadaokou)zhan,regular
4583773256,en,Ruihe Road North(Kaitai DaDao Entrance),name
4583773256,zh,ruihelubei(kaitaidadaokou)zhan,name
4583783690,highway,bus_stop,regular
4583783690,name,ruihelubeizhan,regular
4583783690,en,Ruihe Road North,name
4583783690,zh,ruihelubeizhan,name
4583783691,highway,bus_stop,regular
4583783691,name,ruihelubeizhan,regular
4583783691,en,Ruihe Road North,name
4583783691,zh,ruihelubeizhan,name
4583792373,highway,bus_stop,regular
4583792373,name,dongjieluzhan,regular
4583792373,en,Dongjie Road,name
4583792373,zh,dongjieluzhan,name
4583792374,highway,bus_stop,regular
4583792374,name,dongjieluzhan,regular
4583792374,en,Dongjie Road,name
4583792374,zh,dongjieluzhan,name
4583793540,highway,bus_stop,regular
4583793540,name,xiaokengcunzhan,regular
4583793540,en,Xiaokengcun,name
4583793540,zh,xiaokengcunzhan,name
4583793541,highway,bus_stop,regular
4583793541,name,xiaokengcunzhan,regular
4583793541,en,Xiaokengcun,name
4583793541,zh,xiaokengcunzhan,name
4583796958,highway,bus_stop,regular
4583796958,name,huocunlukouzhan,regular
4583796958,en,Huocun Road Entrance,name
4583796958,zh,huocunlukouzhan,name
4583796959,highway,bus_stop,regular
4583796959,name,huocunlukouzhan,regular
4583796959,en,Huocun Road Entrance,name
4583796959,zh,huocunlukouzhan,name
4583798078,highway,bus_stop,regular
4583798078,name,lezhuxincunzhan,regular
4583798078,en,Lezhu Xincun,name
4583798078,zh,lezhuxincunzhan,name
4583798079,highway,bus_stop,regular
4583798079,name,lezhuxincunzhan,regular
4583798079,en,Lezhu Xincun,name
4583798079,zh,lezhuxincunzhan,name
4583816266,highway,bus_stop,regular
4583816266,name,jungonglu(lianyunlukou)zhan,regular
4583816266,en,Jungong Lu(Lianyun Road Entrance),name
4583816266,zh,jungonglu(lianyunlukou)zhan,name
4583816267,highway,bus_stop,regular
4583816267,name,jungonglu(lianyunlukou)zhan,regular
4583816267,en,Jungong Lu(Lianyun Road Entrance),name
4583816267,zh,jungonglu(lianyunlukou)zhan,name
4583819219,highway,bus_stop,regular
4583819219,name,jungongluxizhan,regular
4583819219,en,Jungong Road West,name
4583819219,zh,jungongluxizhan,name
4583819220,highway,bus_stop,regular
4583819220,name,jungongluxizhan,regular
4583819220,en,Jungong Road West,name
4583819220,zh,jungongluxizhan,name
4583929261,highway,bus_stop,regular
4583929261,name,kaifadadaolijiaodongzongzhan,regular
4583929261,en,Kaifa DaDao Interchange East Bus Terminal,name
4583929261,zh,kaifadadaolijiaodongzongzhan,name
4584725491,name,rue piétonne,regular
4584725491,zh,rue piétonne,name
4584725491,shop,shoes,regular
4584725492,name,perles,regular
4584725492,zh,perles,name
4584725492,shop,jewelry,regular
4584727490,name,Holiday Inn,regular
4584727490,zh,Holiday Inn,name
4584727490,tourism,hotel,regular
4584727491,name,Nike,regular
4584727491,zh,Nike,name
4584727491,shop,sports,regular
4584744090,name,perles fantaisie xiong xing étage 4,regular
4584744090,zh,perles fantaisie xiong xing étage 4,name
4584744090,shop,jewelry,regular
4584745892,name,Mall des perles,regular
4584745892,shop,jewelry,regular
4584745893,name,camomille,regular
4584745893,zh,camomille,name
4584745893,shop,greengrocer,regular
4584905230,highway,bus_stop,regular
4584905230,name,sanduolukouzhan,regular
4584905230,en,Sanduo Road Entrance,name
4584905230,zh,sanduolukouzhan,name
4584905231,highway,bus_stop,regular
4584905231,name,sanduolukouzhan,regular
4584905231,en,Sanduo Road Entrance,name
4584905231,zh,sanduolukouzhan,name
4585128866,highway,bus_stop,regular
4585128866,name,cuishanluzhan,regular
4585128866,en,Cuishan Road,name
4585128866,zh,cuishanluzhan,name
4585128867,highway,bus_stop,regular
4585128867,name,cuishanluzhan,regular
4585128867,en,Cuishan Road,name
4585128867,zh,cuishanluzhan,name
4585132765,highway,bus_stop,regular
4585132765,name,kaidaluzhongzhan,regular
4585132765,en,Kaida Road Middle,name
4585132765,zh,kaidaluzhongzhan,name
4585132766,highway,bus_stop,regular
4585132766,name,kaidaluzhongzhan,regular
4585132766,en,Kaida Road Middle,name
4585132766,zh,kaidaluzhongzhan,name
4585134348,highway,bus_stop,regular
4585134348,name,kaidalubeizhan,regular
4585134348,en,Kaida Road North,name
4585134348,zh,kaidalubeizhan,name
4585134349,highway,bus_stop,regular
4585134349,name,kaidalubeizhan,regular
4585134349,en,Kaida Road North,name
4585134349,zh,kaidalubeizhan,name
4585190138,highway,bus_stop,regular
4585190138,name,kaichuangdadao(xiangxueshannan)zhan,regular
4585190138,en,Kaichuang Dadao(Xiangxue Hill South),name
4585190138,zh,kaichuangdadao(xiangxueshannan)zhan,name
4585190139,highway,bus_stop,regular
4585190139,name,kaichuangdadao(xiangxueshannan)zhan,regular
4585190139,en,Kaichuang Dadao(Xiangxue Hill South),name
4585190139,zh,kaichuangdadao(xiangxueshannan)zhan,name
4585196753,highway,bus_stop,regular
4585196753,name,xiangangcunxizhan,regular
4585196753,en,Xiangangcun West,name
4585196753,zh,xiangangcunxizhan,name
4585196754,highway,bus_stop,regular
4585196754,name,xiangangcunxizhan,regular
4585196754,en,Xiangangcun West,name
4585196754,zh,xiangangcunxizhan,name
4585202932,highway,bus_stop,regular
4585202932,name,kaichuangdadao(kexianglukou)zhan,regular
4585202932,en,Kaichuang Dadao(Kexiang Road Entrance),name
4585202932,zh,kaichuangdadao(kexianglukou)zhan,name
4585202933,highway,bus_stop,regular
4585202933,name,kaichuangdadao(kexianglukou)zhan,regular
4585202933,en,Kaichuang Dadao(Kexiang Road Entrance),name
4585202933,zh,kaichuangdadao(kexianglukou)zhan,name
4585203970,highway,bus_stop,regular
4585203970,name,kaichuangdadao(guangshanlukou)zhan,regular
4585203970,en,Kaichuang Dadao(Guangshan Road Entrance),name
4585203970,zh,kaichuangdadao(guangshanlukou)zhan,name
4585203971,highway,bus_stop,regular
4585203971,name,kaichuangdadao(guangshanlukou)zhan,regular
4585203971,en,Kaichuang Dadao(Guangshan Road Entrance),name
4585203971,zh,kaichuangdadao(guangshanlukou)zhan,name
4585224541,highway,bus_stop,regular
4585224541,name,lianhelukouzhan,regular
4585224541,en,Lianhe Road Entrance,name
4585224541,zh,lianhelukouzhan,name
4585224542,highway,bus_stop,regular
4585224542,name,lianhelukouzhan,regular
4585224542,en,Lianhe Road Entrance,name
4585224542,zh,lianhelukouzhan,name
4585224543,highway,bus_stop,regular
4585224543,name,lianhe(huilianlu)zongzhan,regular
4585224543,en,Lianhe(Huilian Lu) Bus Terminal,name
4585224543,zh,lianhe(huilianlu)zongzhan,name
4585224544,highway,bus_stop,regular
4585224544,name,tianluxiaoquzhan,regular
4585224544,en,Tianlu Residential Community,name
4585224544,zh,tianluxiaoquzhan,name
4585224545,highway,bus_stop,regular
4585224545,name,tianluxiaoquzhan,regular
4585224545,en,Tianlu Residential Community,name
4585224545,zh,tianluxiaoquzhan,name
4585481872,highway,traffic_signals,regular
4586850882,highway,bus_stop,regular
4586850882,name,lingnanxueyuanzhan,regular
4586850882,en,Lingnan College,name
4586850882,zh,lingnanxueyuanzhan,name
4586854902,highway,bus_stop,regular
4586854902,name,kexuedadao(guangdongzhijianyuan)zhan,regular
4586854902,en,Kexue DaDao,name
4586854902,zh,kexuedadao(guangdongzhijianyuan)zhan,name
4586856236,highway,bus_stop,regular
